product_id,product_vendor,product_name,availability,size,colours,cost,category,sub_category,user_id,quantity_ordered,payment_details,delivery_address,order_status,date,month
1287,5,Western Navy,13,Large,Navy,372.61,Women,Western,634,4,netbanking,Nagaland,Returned,29,January
1288,13,Saree GoldenRod,59,Medium,GoldenRod,515.18,Women,Saree,1186,2,UPI,Nagaland,Delivered,3,June
1289,16,Shirts Peru,60,Large,Peru,805.37,Kids,Shirts,519,2,cashondelivery,Kerala,Returned,22,March
1290,1,Saree MintCream,88,Small,MintCream,357.31,Women,Saree,1283,4,UPI,Tripura,Cancelled,2,March
1291,20,T-Shirts DarkMagenta,84,Large,DarkMagenta,659.44,Men,T-Shirts,1428,3,UPI,Maharashtra,Delivered,18,June
1292,7,T-Shirts MediumSpringGreen,44,Large,MediumSpringGreen,195.94,Kids,T-Shirts,96,1,UPI,Manipur,Cancelled,16,May
1293,7,Jeans RosyBrown,52,Medium,RosyBrown,890.98,Kids,Jeans,1484,1,netbanking,Haryana,Cancelled,8,February
1294,25,Shirts Crimson,20,Large,Crimson,159.7,Men,Shirts,841,2,netbanking,Nagaland,Delivered,3,December
1295,8,Shirts Plum,75,Medium,Plum,484.17,Women,Shirts,1352,1,UPI,Rajasthan,Cancelled,21,September
1296,2,Shirts HoneyDew,94,Large,HoneyDew,323.54,Men,Shirts,880,1,netbanking,Kerala,Delivered,18,November
1297,19,T-Shirts Gold,34,Small,Gold,810.54,Men,T-Shirts,1379,1,UPI,Mizoram,Cancelled,8,March
1298,27,Jeans Wheat,29,Small,Wheat,186.57,Kids,Jeans,774,2,netbanking,Punjab,Delivered,15,July
1299,8,Ethnic SandyBrown,81,Medium,SandyBrown,70.91,Women,Ethnic,1341,2,netbanking,Himachal Pradesh,Delivered,9,March
1300,23,Trousers SandyBrown,3,Large,SandyBrown,412.93,Women,Trousers,425,3,netbanking,Nagaland,Returned,21,March
1301,22,Casuals PaleTurquoise,94,Large,PaleTurquoise,94.65,Men,Casuals,749,3,UPI,Haryana,Cancelled,10,June
1302,26,Tops YellowGreen,27,Small,YellowGreen,54.63,Men,Tops,1477,2,netbanking,Assam,Returned,8,April
1303,19,Shirts Gray,100,Small,Gray,805.32,Men,Shirts,1415,2,netbanking,Haryana,Cancelled,22,February
1304,16,Ethnic Coral,89,Large,Coral,481.2,Men,Ethnic,932,4,UPI,Arunachal Pradesh,Returned,21,August
1305,8,Shirts MediumTurquoise,98,Large,MediumTurquoise,82.89,Men,Shirts,501,2,netbanking,Karnataka,Delivered,7,October
1306,25,Shirts LightPink,63,Small,LightPink,412.25,Men,Shirts,424,1,netbanking,Uttarakhand,Delivered,29,September
1307,12,T-Shirts Purple,89,Medium,Purple,616.81,Men,T-Shirts,858,4,cashondelivery,Himachal Pradesh,Cancelled,6,January
1308,25,T-Shirts Khaki,25,Small,Khaki,472.13,Women,T-Shirts,743,1,UPI,Nagaland,Cancelled,18,June
1309,27,Trousers MistyRose,27,Medium,MistyRose,723.4,Kids,Trousers,1094,4,netbanking,Andhra Pradesh,Delivered,5,March
1310,17,Shirts Gainsboro,50,Small,Gainsboro,906.16,Women,Shirts,601,1,UPI,Uttar Pradesh,Delivered,22,February
1311,7,Casuals Ivory,1,Large,Ivory,197.44,Kids,Casuals,115,4,cashondelivery,Manipur,Returned,26,September
1312,5,Ethnic Aqua,52,Small,Aqua,223.99,Kids,Ethnic,661,1,UPI,Kerala,Cancelled,1,June
1313,5,Pants Aqua,1,Medium,Aqua,424.6,Women,Pants,808,4,netbanking,Uttar Pradesh,Cancelled,15,August
1314,15,Formals Brown,32,Small,Brown,944.5,Men,Formals,1320,2,UPI,Uttarakhand,Cancelled,25,February
1315,18,Tops DarkSlateGray,2,Small,DarkSlateGray,173.27,Women,Tops,386,3,netbanking,Maharashtra,Delivered,4,May
1316,29,T-Shirts Magenta,21,Large,Magenta,378.58,Kids,T-Shirts,1308,3,cashondelivery,Andhra Pradesh,Delivered,19,December
1317,20,Ethnic Gainsboro,88,Medium,Gainsboro,936.13,Kids,Ethnic,890,1,netbanking,Kerala,Cancelled,29,September
1318,26,Western AliceBlue,95,Small,AliceBlue,193.1,Women,Western,205,1,cashondelivery,Meghalaya,Returned,1,October
1319,15,Pants LightSkyBlue,36,Medium,LightSkyBlue,378.76,Men,Pants,608,1,cashondelivery,Andhra Pradesh,Cancelled,4,April
1320,11,Jeans AntiqueWhite,72,Small,AntiqueWhite,695.58,Women,Jeans,645,2,netbanking,Punjab,Cancelled,2,May
1321,16,Pants PeachPuff,41,Large,PeachPuff,289.94,Women,Pants,59,1,cashondelivery,Gujarat,Delivered,13,January
1322,20,Pants Azure,50,Large,Azure,130.99,Women,Pants,979,1,netbanking,Maharashtra,Cancelled,17,November
1323,8,Pants YellowGreen,77,Small,YellowGreen,447.05,Women,Pants,942,3,UPI,West Bengal,Delivered,25,June
1324,14,Casuals SeaShell,38,Large,SeaShell,210.79,Women,Casuals,1042,1,netbanking,Maharashtra,Delivered,23,September
1325,28,Tops Teal,7,Small,Teal,420.53,Kids,Tops,657,1,cashondelivery,Karnataka,Returned,26,January
1326,14,Trousers Green,15,Small,Green,362.56,Men,Trousers,974,1,UPI,Telangana,Returned,11,April
1327,17,Casuals AliceBlue,48,Large,AliceBlue,852.77,Kids,Casuals,533,3,cashondelivery,Rajasthan,Delivered,2,April
1328,8,Pants Beige,94,Small,Beige,784.26,Women,Pants,57,3,cashondelivery,Kerala,Cancelled,18,May
1329,9,Pants SlateBlue,28,Small,SlateBlue,199.52,Men,Pants,530,4,cashondelivery,Madhya Pradesh,Returned,21,October
1330,21,Tops SkyBlue,75,Small,SkyBlue,850.88,Men,Tops,1269,4,netbanking,Jharkhand,Delivered,30,October
1331,27,Tops DarkTurquoise,65,Medium,DarkTurquoise,94.41,Men,Tops,1070,3,netbanking,Manipur,Cancelled,30,September
1332,30,Formals Wheat,74,Medium,Wheat,382.86,Kids,Formals,319,2,netbanking,Odisha,Cancelled,12,December
1333,9,Saree BurlyWood,20,Medium,BurlyWood,439.44,Men,Saree,1486,2,cashondelivery,Manipur,Cancelled,7,May
1334,4,Saree Magenta,62,Large,Magenta,198.48,Kids,Saree,837,3,cashondelivery,Arunachal Pradesh,Returned,7,December
1335,27,T-Shirts LightSalmon,4,Large,LightSalmon,846.96,Women,T-Shirts,162,3,UPI,Manipur,Returned,5,February
1336,12,Saree PaleVioletRed,38,Large,PaleVioletRed,403.6,Kids,Saree,802,3,netbanking,Sikkim,Delivered,16,February
1337,4,Casuals Beige,25,Medium,Beige,981.2,Kids,Casuals,1257,3,cashondelivery,Karnataka,Returned,16,December
1338,11,T-Shirts Purple,11,Medium,Purple,761.96,Women,T-Shirts,1300,2,cashondelivery,Himachal Pradesh,Delivered,10,June
1339,9,Pants Navy,51,Medium,Navy,302.0,Kids,Pants,42,1,netbanking,Rajasthan,Delivered,15,May
1340,16,Formals Indigo,94,Small,Indigo,184.96,Men,Formals,1433,4,UPI,Chhattisgarh,Returned,21,May
1341,13,Shirts DarkGray,14,Small,DarkGray,765.21,Kids,Shirts,1281,2,netbanking,Karnataka,Cancelled,17,September
1342,9,Tops Azure,20,Medium,Azure,746.48,Women,Tops,431,4,netbanking,Telangana,Delivered,12,March
1343,20,T-Shirts Tomato,84,Medium,Tomato,580.8,Men,T-Shirts,748,2,UPI,Tripura,Returned,15,November
1344,4,Shirts Beige,100,Medium,Beige,961.5,Kids,Shirts,795,3,cashondelivery,Maharashtra,Cancelled,1,October
1345,21,Ethnic DarkOrchid,14,Small,DarkOrchid,788.14,Men,Ethnic,1219,3,netbanking,Haryana,Returned,20,October
1346,19,Pants DodgerBlue,74,Small,DodgerBlue,330.16,Women,Pants,1200,4,netbanking,Uttar Pradesh,Returned,14,June
1347,7,Ethnic HoneyDew,45,Medium,HoneyDew,156.92,Men,Ethnic,651,3,UPI,Sikkim,Returned,18,August
1348,1,Tops MediumOrchid,37,Medium,MediumOrchid,193.08,Women,Tops,524,2,UPI,Sikkim,Cancelled,20,October
1349,29,Ethnic LightGreen,8,Large,LightGreen,275.19,Women,Ethnic,404,2,UPI,Kerala,Delivered,14,July
1350,11,Ethnic BlanchedAlmond,20,Small,BlanchedAlmond,320.86,Women,Ethnic,1075,2,UPI,Andhra Pradesh,Cancelled,19,January
1351,28,Formals LightBlue,55,Large,LightBlue,528.59,Women,Formals,404,4,UPI,Madhya Pradesh,Returned,29,May
1352,27,Casuals MediumSeaGreen,33,Large,MediumSeaGreen,630.87,Kids,Casuals,635,2,netbanking,Himachal Pradesh,Delivered,2,September
1353,26,Saree DarkGoldenRod,44,Large,DarkGoldenRod,393.85,Women,Saree,352,3,netbanking,Haryana,Cancelled,8,July
1354,28,T-Shirts OrangeRed,77,Small,OrangeRed,330.21,Men,T-Shirts,595,4,cashondelivery,Uttarakhand,Returned,5,May
1355,10,Formals MediumBlue,18,Large,MediumBlue,794.83,Kids,Formals,1081,3,netbanking,Tripura,Cancelled,10,April
1356,22,Shirts CornflowerBlue,20,Small,CornflowerBlue,38.62,Men,Shirts,742,2,cashondelivery,Tamil Nadu,Delivered,13,November
1357,9,Shirts MintCream,3,Small,MintCream,441.98,Kids,Shirts,886,4,UPI,Jharkhand,Cancelled,19,March
1358,18,Casuals HotPink,23,Large,HotPink,715.6,Kids,Casuals,1186,2,cashondelivery,Bihar,Returned,28,August
1359,27,Saree Fuchsia,26,Small,Fuchsia,279.33,Kids,Saree,887,1,UPI,Andhra Pradesh,Returned,16,October
1360,2,Trousers Plum,61,Medium,Plum,957.54,Men,Trousers,1327,3,netbanking,Manipur,Cancelled,29,April
1361,9,Formals LightSalmon,55,Large,LightSalmon,674.93,Kids,Formals,719,1,UPI,Tamil Nadu,Delivered,27,January
1362,10,Western Thistle,72,Small,Thistle,346.8,Women,Western,1355,4,netbanking,Arunachal Pradesh,Cancelled,9,July
1363,18,Pants PapayaWhip,52,Medium,PapayaWhip,133.29,Kids,Pants,628,3,cashondelivery,Haryana,Delivered,24,September
1364,24,Pants LightCyan,47,Large,LightCyan,737.57,Women,Pants,651,2,UPI,Uttar Pradesh,Returned,8,November
1365,6,Trousers PaleVioletRed,38,Small,PaleVioletRed,696.25,Men,Trousers,330,1,UPI,Meghalaya,Cancelled,2,November
1366,6,Tops DarkCyan,12,Large,DarkCyan,538.54,Men,Tops,310,3,netbanking,Andhra Pradesh,Delivered,6,December
1367,23,Jeans Navy,54,Small,Navy,481.57,Men,Jeans,802,3,netbanking,Chhattisgarh,Cancelled,28,September
1368,16,Formals DarkGoldenRod,64,Small,DarkGoldenRod,249.74,Kids,Formals,64,2,cashondelivery,West Bengal,Returned,25,November
1369,12,Jeans LightSalmon,33,Large,LightSalmon,589.11,Men,Jeans,109,4,cashondelivery,Mizoram,Delivered,7,July
1370,2,Tops Aqua,45,Large,Aqua,407.52,Women,Tops,198,3,UPI,Tripura,Cancelled,1,August
1371,10,Jeans Sienna,99,Medium,Sienna,594.27,Kids,Jeans,1201,3,cashondelivery,Assam,Returned,11,September
1372,26,Shirts Gainsboro,53,Small,Gainsboro,946.39,Men,Shirts,654,3,UPI,West Bengal,Delivered,22,May
1373,14,Jeans Maroon,57,Large,Maroon,375.13,Kids,Jeans,1393,1,netbanking,Uttar Pradesh,Delivered,8,February
1374,6,Casuals MediumBlue,59,Medium,MediumBlue,848.59,Kids,Casuals,1246,4,netbanking,Meghalaya,Cancelled,2,November
1375,25,Pants PaleGoldenRod,43,Small,PaleGoldenRod,246.21,Men,Pants,655,3,netbanking,Madhya Pradesh,Returned,6,September
1376,7,Western FloralWhite,84,Large,FloralWhite,500.82,Women,Western,1343,3,UPI,Himachal Pradesh,Returned,14,September
1377,13,Ethnic MediumTurquoise,49,Large,MediumTurquoise,88.47,Men,Ethnic,1279,2,cashondelivery,Chhattisgarh,Cancelled,14,December
1378,17,Casuals MediumTurquoise,16,Large,MediumTurquoise,856.88,Kids,Casuals,669,1,cashondelivery,Tripura,Cancelled,10,April
1379,4,Ethnic SaddleBrown,94,Small,SaddleBrown,647.18,Women,Ethnic,99,4,cashondelivery,Nagaland,Cancelled,19,September
1380,5,Formals LightSlateGray,27,Large,LightSlateGray,526.6,Women,Formals,1074,2,netbanking,Bihar,Delivered,5,August
1381,1,Jeans LightSeaGreen,62,Small,LightSeaGreen,484.71,Women,Jeans,1109,2,UPI,Telangana,Delivered,1,September
1382,11,Pants Indigo,98,Small,Indigo,343.44,Kids,Pants,415,3,UPI,Haryana,Returned,1,April
1383,2,Casuals Chocolate,89,Large,Chocolate,240.41,Kids,Casuals,801,3,cashondelivery,Odisha,Cancelled,18,April
1384,13,Tops GhostWhite,13,Medium,GhostWhite,770.07,Men,Tops,1390,4,cashondelivery,Uttarakhand,Cancelled,3,June
1385,1,Saree DarkRed,100,Large,DarkRed,733.41,Women,Saree,399,2,UPI,Meghalaya,Cancelled,11,March
1386,12,Saree PaleTurquoise,27,Small,PaleTurquoise,938.41,Kids,Saree,819,3,UPI,Sikkim,Delivered,17,February
1387,8,Saree PaleVioletRed,96,Small,PaleVioletRed,295.11,Kids,Saree,422,4,netbanking,Uttarakhand,Returned,6,July
1388,2,Trousers ForestGreen,6,Small,ForestGreen,285.44,Men,Trousers,492,2,netbanking,Haryana,Returned,2,March
1389,23,Jeans MediumSlateBlue,82,Medium,MediumSlateBlue,968.44,Men,Jeans,1315,1,netbanking,Uttar Pradesh,Cancelled,21,July
1390,14,Saree DarkMagenta,72,Large,DarkMagenta,437.43,Kids,Saree,955,4,cashondelivery,Gujarat,Returned,28,October
1391,9,Shirts Chartreuse,53,Small,Chartreuse,162.83,Men,Shirts,683,4,UPI,Madhya Pradesh,Cancelled,29,May
1392,17,Jeans Turquoise,58,Large,Turquoise,448.82,Women,Jeans,1172,1,UPI,Sikkim,Cancelled,13,May
1393,13,Formals DarkOliveGreen,79,Small,DarkOliveGreen,20.76,Women,Formals,124,1,UPI,Mizoram,Delivered,11,April
1394,19,Pants Olive,6,Medium,Olive,402.82,Men,Pants,1022,3,UPI,Tamil Nadu,Cancelled,25,July
1395,26,Pants LightGray,84,Small,LightGray,949.32,Men,Pants,633,3,cashondelivery,Manipur,Delivered,19,February
1396,25,Jeans LightSlateGray,69,Medium,LightSlateGray,641.42,Men,Jeans,1034,4,cashondelivery,Kerala,Returned,12,March
1397,7,Saree MidnightBlue,40,Large,MidnightBlue,332.47,Men,Saree,1407,4,netbanking,Manipur,Delivered,22,January
1398,15,Trousers SeaGreen,8,Large,SeaGreen,549.48,Men,Trousers,941,4,cashondelivery,Uttar Pradesh,Delivered,14,April
1399,27,Jeans MediumSpringGreen,18,Large,MediumSpringGreen,242.89,Kids,Jeans,541,2,netbanking,Uttar Pradesh,Returned,18,November
1400,19,Trousers Gainsboro,16,Small,Gainsboro,764.42,Women,Trousers,325,1,netbanking,Gujarat,Returned,23,June
1401,22,T-Shirts Blue,5,Medium,Blue,70.13,Women,T-Shirts,1296,1,cashondelivery,Mizoram,Cancelled,12,January
1402,2,Jeans HoneyDew,7,Medium,HoneyDew,79.93,Men,Jeans,96,4,netbanking,West Bengal,Returned,6,February
1403,18,T-Shirts Turquoise,84,Medium,Turquoise,448.39,Women,T-Shirts,1061,2,netbanking,Tamil Nadu,Returned,28,January
1404,12,Jeans DeepSkyBlue,72,Large,DeepSkyBlue,164.26,Women,Jeans,576,3,UPI,Arunachal Pradesh,Returned,20,December
1405,29,Casuals SkyBlue,40,Small,SkyBlue,806.08,Women,Casuals,1155,2,cashondelivery,Nagaland,Returned,3,February
1406,19,Western Gold,20,Medium,Gold,413.19,Men,Western,569,4,UPI,West Bengal,Cancelled,4,March
1407,12,Formals GhostWhite,22,Medium,GhostWhite,42.66,Women,Formals,617,1,cashondelivery,Goa,Cancelled,14,March
1408,10,Ethnic DarkOrange,14,Small,DarkOrange,588.46,Women,Ethnic,1041,2,UPI,Andhra Pradesh,Returned,8,December
1409,7,Formals OrangeRed,35,Medium,OrangeRed,411.01,Men,Formals,516,4,UPI,Gujarat,Delivered,29,January
1410,15,T-Shirts SteelBlue,19,Large,SteelBlue,420.27,Kids,T-Shirts,918,1,cashondelivery,Sikkim,Returned,7,April
1411,18,Jeans Orchid,87,Large,Orchid,663.52,Kids,Jeans,1098,4,UPI,Assam,Delivered,13,June
1412,16,Ethnic GreenYellow,14,Small,GreenYellow,936.55,Kids,Ethnic,680,3,cashondelivery,Mizoram,Returned,4,June
1413,17,Pants DeepSkyBlue,32,Small,DeepSkyBlue,193.12,Men,Pants,984,4,cashondelivery,Arunachal Pradesh,Delivered,4,April
1414,28,Western Gray,77,Large,Gray,494.27,Kids,Western,764,3,cashondelivery,Uttarakhand,Delivered,30,October
1415,21,Western GoldenRod,62,Large,GoldenRod,938.28,Men,Western,328,2,netbanking,Uttarakhand,Delivered,21,January
1416,21,Saree SpringGreen,31,Large,SpringGreen,933.56,Women,Saree,1149,3,netbanking,Goa,Delivered,9,October
1417,20,Formals WhiteSmoke,36,Medium,WhiteSmoke,854.35,Women,Formals,1216,3,UPI,Bihar,Delivered,12,October
1418,13,Tops DarkOrchid,36,Large,DarkOrchid,829.42,Men,Tops,1334,2,UPI,Mizoram,Delivered,3,February
1419,27,T-Shirts Silver,75,Medium,Silver,515.49,Kids,T-Shirts,855,2,cashondelivery,Mizoram,Delivered,23,May
1420,28,Saree SpringGreen,13,Large,SpringGreen,17.91,Kids,Saree,714,1,UPI,Mizoram,Cancelled,16,October
1421,16,Western LightPink,78,Small,LightPink,726.0,Women,Western,314,3,netbanking,Bihar,Delivered,30,June
1422,23,Western GoldenRod,67,Large,GoldenRod,111.06,Men,Western,1468,1,UPI,Gujarat,Delivered,22,March
1423,16,Formals LightSkyBlue,20,Small,LightSkyBlue,468.23,Women,Formals,663,1,cashondelivery,Haryana,Cancelled,4,August
1424,26,Pants LawnGreen,19,Medium,LawnGreen,756.52,Women,Pants,404,3,netbanking,Manipur,Delivered,3,July
1425,17,Pants LightGray,25,Small,LightGray,95.56,Women,Pants,505,4,cashondelivery,West Bengal,Delivered,14,May
1426,19,Shirts FloralWhite,100,Medium,FloralWhite,297.9,Men,Shirts,393,3,cashondelivery,Assam,Delivered,19,March
1427,25,T-Shirts MintCream,24,Medium,MintCream,634.03,Women,T-Shirts,127,1,netbanking,West Bengal,Delivered,4,September
1428,12,Tops Gainsboro,10,Large,Gainsboro,381.99,Kids,Tops,756,3,UPI,Himachal Pradesh,Delivered,19,January
1429,8,Shirts GoldenRod,50,Medium,GoldenRod,242.93,Kids,Shirts,119,3,cashondelivery,Bihar,Delivered,2,March
1430,30,Shirts PeachPuff,95,Small,PeachPuff,596.47,Men,Shirts,663,1,netbanking,Sikkim,Delivered,1,March
1431,10,Western DarkOrange,48,Small,DarkOrange,395.18,Women,Western,931,1,cashondelivery,Meghalaya,Cancelled,5,May
1432,5,Formals Bisque,94,Small,Bisque,276.28,Women,Formals,1182,3,UPI,Himachal Pradesh,Cancelled,27,July
1433,2,Casuals GoldenRod,62,Large,GoldenRod,119.11,Kids,Casuals,1106,2,cashondelivery,Assam,Cancelled,17,June
1434,2,Ethnic MediumSeaGreen,71,Large,MediumSeaGreen,835.29,Kids,Ethnic,1364,2,UPI,West Bengal,Returned,17,June
1435,17,Tops SeaShell,5,Small,SeaShell,805.47,Men,Tops,1369,3,netbanking,Manipur,Cancelled,23,March
1436,3,Ethnic Snow,38,Small,Snow,32.09,Men,Ethnic,897,2,netbanking,Arunachal Pradesh,Returned,4,November
1437,18,Formals DarkBlue,81,Medium,DarkBlue,676.29,Women,Formals,405,2,netbanking,Telangana,Cancelled,29,August
1438,17,Casuals Tan,78,Medium,Tan,267.87,Women,Casuals,127,4,netbanking,Sikkim,Returned,20,May
1439,21,Western Chocolate,18,Medium,Chocolate,794.9,Kids,Western,1160,1,cashondelivery,Maharashtra,Returned,5,December
1440,16,Trousers LightSlateGray,94,Large,LightSlateGray,839.57,Men,Trousers,1261,4,cashondelivery,Goa,Delivered,2,August
1441,13,T-Shirts PowderBlue,34,Medium,PowderBlue,683.02,Women,T-Shirts,363,3,netbanking,Meghalaya,Delivered,13,December
1442,13,Shirts MidnightBlue,76,Large,MidnightBlue,975.77,Women,Shirts,350,1,netbanking,Uttar Pradesh,Returned,6,September
1443,16,Pants Magenta,36,Large,Magenta,426.8,Women,Pants,1025,1,UPI,Uttar Pradesh,Cancelled,18,February
1444,8,Tops Blue,93,Large,Blue,524.74,Men,Tops,1262,2,cashondelivery,Goa,Cancelled,15,May
1445,25,Ethnic Orchid,13,Medium,Orchid,642.2,Men,Ethnic,1018,4,netbanking,Bihar,Returned,7,August
1446,4,T-Shirts DarkRed,5,Large,DarkRed,143.32,Women,T-Shirts,91,1,cashondelivery,Sikkim,Returned,4,June
1447,4,Ethnic PowderBlue,23,Large,PowderBlue,761.54,Kids,Ethnic,1412,3,cashondelivery,Tripura,Returned,16,May
1448,9,Pants Beige,93,Large,Beige,228.04,Women,Pants,414,1,UPI,Mizoram,Cancelled,24,June
1449,23,Pants WhiteSmoke,4,Medium,WhiteSmoke,759.03,Kids,Pants,1419,3,cashondelivery,Nagaland,Returned,24,November
1450,16,Pants CadetBlue,69,Small,CadetBlue,728.01,Women,Pants,520,1,netbanking,Telangana,Cancelled,28,August
1451,23,Pants Coral,39,Medium,Coral,330.47,Women,Pants,829,4,netbanking,Kerala,Cancelled,11,April
1452,1,Pants MediumSlateBlue,55,Large,MediumSlateBlue,220.43,Kids,Pants,709,2,cashondelivery,Uttar Pradesh,Returned,6,March
1453,13,Pants Plum,12,Small,Plum,441.91,Men,Pants,1365,3,netbanking,Himachal Pradesh,Cancelled,14,July
1454,29,Formals Salmon,3,Large,Salmon,537.16,Kids,Formals,762,3,cashondelivery,Telangana,Cancelled,17,December
1455,17,Pants Cyan,25,Small,Cyan,915.04,Kids,Pants,235,1,netbanking,Rajasthan,Cancelled,2,July
1456,20,Western Black,42,Medium,Black,217.09,Women,Western,421,2,cashondelivery,Manipur,Returned,2,July
1457,27,Shirts Silver,87,Large,Silver,798.25,Men,Shirts,1291,1,cashondelivery,Goa,Returned,12,February
1458,11,Jeans NavajoWhite,15,Small,NavajoWhite,463.52,Women,Jeans,627,4,cashondelivery,Madhya Pradesh,Cancelled,30,September
1459,27,Western AliceBlue,41,Large,AliceBlue,536.79,Men,Western,921,3,netbanking,Assam,Cancelled,15,December
1460,26,T-Shirts Sienna,27,Large,Sienna,438.15,Women,T-Shirts,477,1,cashondelivery,Himachal Pradesh,Delivered,29,February
1461,10,Casuals Gainsboro,2,Medium,Gainsboro,572.49,Women,Casuals,1491,1,cashondelivery,Jharkhand,Cancelled,7,February
1462,20,Shirts DarkSlateBlue,13,Small,DarkSlateBlue,33.04,Kids,Shirts,1301,2,UPI,Assam,Delivered,9,June
1463,27,Ethnic DarkBlue,22,Large,DarkBlue,866.09,Kids,Ethnic,1008,2,netbanking,Nagaland,Returned,28,March
1464,3,Shirts Yellow,55,Medium,Yellow,704.3,Kids,Shirts,661,4,UPI,Tripura,Delivered,21,January
1465,1,Jeans LightCoral,79,Small,LightCoral,344.11,Women,Jeans,1227,1,netbanking,Himachal Pradesh,Returned,12,December
1466,20,Jeans Fuchsia,90,Small,Fuchsia,577.54,Women,Jeans,1006,3,UPI,Andhra Pradesh,Delivered,28,January
1467,5,Trousers DarkKhaki,2,Large,DarkKhaki,936.44,Kids,Trousers,1332,4,cashondelivery,Bihar,Cancelled,8,July
1468,12,Formals DodgerBlue,40,Medium,DodgerBlue,237.65,Women,Formals,145,4,cashondelivery,Bihar,Returned,2,June
1469,3,Formals DeepPink,57,Large,DeepPink,979.84,Kids,Formals,1092,2,netbanking,Assam,Cancelled,8,December
1470,21,T-Shirts Wheat,94,Small,Wheat,877.53,Women,T-Shirts,687,1,UPI,Maharashtra,Delivered,23,September
1471,12,Shirts DarkViolet,56,Medium,DarkViolet,683.0,Men,Shirts,350,3,netbanking,Telangana,Delivered,30,April
1472,16,Casuals Brown,45,Large,Brown,422.63,Women,Casuals,526,2,cashondelivery,Manipur,Delivered,25,January
1473,27,Pants LightYellow,38,Medium,LightYellow,538.76,Men,Pants,719,2,cashondelivery,Goa,Delivered,8,February
1474,8,Ethnic DeepSkyBlue,54,Small,DeepSkyBlue,180.59,Kids,Ethnic,1491,4,cashondelivery,Meghalaya,Delivered,5,February
1475,20,Formals DarkGray,14,Medium,DarkGray,746.53,Women,Formals,1030,4,cashondelivery,Rajasthan,Returned,29,December
1476,24,Tops Cornsilk,63,Small,Cornsilk,213.39,Men,Tops,1036,2,cashondelivery,Himachal Pradesh,Cancelled,3,June
1477,26,Pants BlueViolet,8,Medium,BlueViolet,99.1,Men,Pants,672,3,UPI,Andhra Pradesh,Delivered,15,December
1478,24,Saree Wheat,71,Medium,Wheat,807.98,Women,Saree,639,1,cashondelivery,Manipur,Delivered,11,April
1479,27,Pants MintCream,4,Small,MintCream,660.71,Men,Pants,1015,2,UPI,Tripura,Cancelled,8,December
1480,30,Ethnic DarkGoldenRod,82,Small,DarkGoldenRod,271.71,Kids,Ethnic,1226,4,UPI,Nagaland,Delivered,12,May
1481,14,Saree DarkTurquoise,62,Large,DarkTurquoise,454.31,Kids,Saree,1018,1,UPI,Maharashtra,Returned,7,April
1482,12,Ethnic Silver,17,Small,Silver,910.94,Men,Ethnic,825,2,netbanking,Uttarakhand,Cancelled,25,June
1483,25,Trousers Beige,15,Medium,Beige,726.1,Men,Trousers,221,1,UPI,Uttar Pradesh,Delivered,14,April
1484,8,Western DarkSlateGray,34,Large,DarkSlateGray,728.9,Men,Western,1234,4,cashondelivery,Uttarakhand,Returned,20,March
1485,23,Saree HotPink,66,Large,HotPink,785.76,Kids,Saree,786,1,UPI,Sikkim,Delivered,12,November
1486,29,Trousers Azure,24,Small,Azure,92.47,Men,Trousers,322,4,UPI,Tripura,Delivered,30,November
1487,14,Formals Red,63,Medium,Red,101.83,Kids,Formals,319,4,netbanking,West Bengal,Returned,16,December
1488,11,Western Cyan,98,Large,Cyan,675.66,Women,Western,156,1,cashondelivery,Nagaland,Returned,10,October
1489,2,Shirts FireBrick,98,Small,FireBrick,863.95,Men,Shirts,1164,3,UPI,Uttarakhand,Delivered,18,September
1490,4,Formals MediumOrchid,79,Large,MediumOrchid,45.04,Women,Formals,1033,1,cashondelivery,Tripura,Delivered,21,October
1491,2,Casuals Maroon,99,Small,Maroon,368.87,Kids,Casuals,1354,4,UPI,Tamil Nadu,Returned,2,September
1492,2,Pants Salmon,66,Small,Salmon,794.54,Men,Pants,1277,4,netbanking,Gujarat,Delivered,7,January
1493,30,Casuals HotPink,77,Large,HotPink,448.68,Women,Casuals,1402,2,UPI,Madhya Pradesh,Delivered,25,May
1494,25,Tops Ivory,42,Small,Ivory,724.35,Kids,Tops,1355,2,UPI,Chhattisgarh,Cancelled,23,June
1495,2,Saree DeepPink,35,Large,DeepPink,368.41,Women,Saree,1366,2,cashondelivery,Madhya Pradesh,Returned,21,September
1496,30,Trousers Fuchsia,45,Medium,Fuchsia,777.78,Women,Trousers,917,2,netbanking,Bihar,Cancelled,19,June
1497,28,Ethnic Lime,37,Medium,Lime,102.63,Women,Ethnic,416,3,UPI,Tamil Nadu,Delivered,3,December
1498,21,Jeans FloralWhite,63,Small,FloralWhite,173.68,Women,Jeans,1217,1,netbanking,Karnataka,Delivered,1,September
1499,12,Saree FloralWhite,100,Small,FloralWhite,294.1,Men,Saree,877,1,UPI,Gujarat,Delivered,5,September
1500,20,Western Teal,29,Small,Teal,332.38,Kids,Western,717,2,netbanking,Manipur,Delivered,23,May
1501,25,Ethnic HoneyDew,90,Large,HoneyDew,825.6,Men,Ethnic,273,2,cashondelivery,Himachal Pradesh,Returned,6,October
1502,26,Ethnic Green,82,Small,Green,875.4,Women,Ethnic,289,4,netbanking,Uttar Pradesh,Returned,19,February
